mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
p374_150_p265_081,wav16_cut/p374_150.wav,1.3231743762161794,wav16_cut/p265_081.wav,0.8165063810986253,tt/051a0511_1.5823_052o020v_-1.5823.wav,1.2854109698049907
p274_440_p255_110,wav16_cut/p274_440.wav,0.5456108408702817,wav16_cut/p255_110.wav,0.6774577569267043,tt/440c0201_0.68548_421c020y_-0.68548.wav,0.6784259095653364
p277_105_p362_044,wav16_cut/p277_105.wav,0.39177030290641307,wav16_cut/p362_044.wav,0.9106212752115743,tt/052c0111_0.063868_421c0205_-0.063868.wav,0.45394819822757765
p362_409_p263_012,wav16_cut/p362_409.wav,1.6057099181307424,wav16_cut/p263_012.wav,0.6769115860889127,tt/445c020y_0.59813_446c020i_-0.59813.wav,0.6809554061073805
p310_007_p306_118,wav16_cut/p310_007.wav,0.6988731634334087,wav16_cut/p306_118.wav,0.8635800381076828,tt/443o030u_0.27575_440o030n_-0.27575.wav,0.30006009355555635
p254_007_p329_232,wav16_cut/p254_007.wav,0.2830673154860518,wav16_cut/p329_232.wav,0.9863020882111735,tt/22hc010f_1.1651_420o030e_-1.1651.wav,1.8058330748542846
p258_138_p269_092,wav16_cut/p258_138.wav,0.5609792458788752,wav16_cut/p269_092.wav,0.532596102902142,tt/442c0212_1.8734_422c020m_-1.8734.wav,2.0352191966393156
p276_331_p248_286,wav16_cut/p276_331.wav,0.6741514775845973,wav16_cut/p248_286.wav,0.4278866944993659,tt/22ga010x_0.48458_22ho0107_-0.48458.wav,0.7615040503944172
p293_256_p238_396,wav16_cut/p293_256.wav,0.7289237512172988,wav16_cut/p238_396.wav,0.7818709775508831,tt/421c020r_0.058866_446o0318_-0.058866.wav,2.688220742889543
p254_150_p314_199,wav16_cut/p254_150.wav,0.4272084852182326,wav16_cut/p314_199.wav,0.410384926271231,tt/422o030h_2.462_421a0113_-2.462.wav,1.1822780461143596
p240_359_p308_309,wav16_cut/p240_359.wav,0.5086282410580821,wav16_cut/p308_309.wav,0.9218528764116581,tt/444o0302_0.11076_441c020n_-0.11076.wav,1.0598746467652789
p249_279_p285_003,wav16_cut/p249_279.wav,0.5150178684476575,wav16_cut/p285_003.wav,0.3998981407230982,tt/447o030x_0.03457_441c0209_-0.03457.wav,0.38717061210626175
p249_330_p247_098,wav16_cut/p249_330.wav,0.4846094251736147,wav16_cut/p247_098.wav,0.5302685992021,tt/422o030t_1.6626_443o030a_-1.6626.wav,1.4135968797804084
p364_114_p261_097,wav16_cut/p364_114.wav,0.8498611888996095,wav16_cut/p261_097.wav,0.28743973135019923,tt/421o030r_1.8202_444c020f_-1.8202.wav,2.1401643881783174
